PCA1,PCA2,Segmentation_ref
0.042123087495775424,-1.0239485630215277,B
-0.21938095574500438,0.20146567503035134,A
1.1287685852930154,-1.002396336986663,A
1.4649692040425664,-0.4671313174047813,B
-1.8849732091741718,0.7460832672642818,A
1.2337678432053631,2.3016703713964852,C
0.4036186706787427,-0.6166417616819783,D
0.8936759304844079,0.2094033387834508,D
0.8322335172080975,0.7568741834305975,B
-1.9027168917466541,1.0990074166870778,B
-1.6393749636107726,0.550190702450417,D
-2.1274245093932613,1.972522283312035,D
0.7445402384185718,1.4183019234922416,A
-2.056121642304547,-0.4282596137440834,D
-1.6777035155947724,0.5158921131975751,D
1.0517838254941085,-1.2794783044658937,C
-0.19336946734013594,0.5608372538753842,D
1.0060470428464856,-0.14037334818548897,B
0.36390499634473233,-2.1255280576367364,B
2.311105981874277,0.5633875300131757,C
2.0274380057671277,1.220577302159943,A
2.4586228892407087,0.5868020939039318,D
-0.7292770686036577,0.5802182575474327,A
2.7815475581699003,0.590255350536191,B
0.4880050380010661,-0.14260358440768545,B
0.2687230102762308,1.4506122196450504,B
0.4714482984863566,-0.557982955761472,A
-1.4570550263882018,0.7097800414441576,B
2.798350483578701,0.35641389841040627,A
3.363173377975585,0.1467096516505184,C
1.691060191582996,-0.4742082732819479,C
1.036326927017463,-0.7745783545809307,A
-1.0254401279665477,-0.3192695551931303,B
1.3383239440325219,1.9104269905722528,D
0.2442965149702065,-1.2421173957885159,D
-0.11712271234121342,-2.715076614375758,C
0.9772332829999647,-0.5880482657679599,A
1.4213119556877016,-0.2093393182822585,B
1.0596592133391076,1.2241856602801673,C
2.6697041956222036,0.31935607711147845,B
-2.415375056946599,2.5576109298301475,A
1.5891938819390026,0.011016580067131854,D
-2.4688834093591083,1.0880890643080052,A
0.46962860592797206,1.5115083905854112,C
3.0240219675512607,0.23462992233671837,A
2.609593705014512,0.3877620666362106,C
-1.6989373374119805,-0.8416013031996435,B
1.1439443364800033,-0.021492688715345182,D
-2.6774406519866685,1.071391696924259,D
1.4649779848925912,1.819464145967248,B
3.09891388798572,0.19059708716664453,B
1.3784044277325278,-0.8284810988320209,C
-0.05774699910149236,-1.2271434184420418,A
1.8760284510956238,-0.20488549837254028,B
1.3367315809936122,1.7720192759879423,D
3.23677657454169,0.13551625394971067,C
-0.4964396287097119,-0.9855641963204768,A
-0.6763884710254814,-0.6171461869291174,D
-0.5371067210044189,-1.3692867987573865,B
0.6909280679259496,0.05374291502658521,D
-2.081669878661527,0.29718292487174075,C
2.025299040015559,-0.48361494929190985,C
2.005687532236171,1.082800802163674,A
1.0060124357689375,-0.3143348408725665,A
-0.21882346512554562,0.8441010736181034,A
-1.0842417340935044,-2.05438664175017,D
-0.28592075315484006,-1.0952535475356477,C
3.4066576752494604,0.10730290254648676,A
-1.947258164135846,0.575977234880267,B
2.110306520395374,0.3248874542813595,B
-1.8512883075142392,0.8705901931493935,D
2.682777717762489,0.0014353903736136486,C
1.9366881993720493,-0.32711648795080095,C
-0.8471955872379742,0.4598749471659434,D
-0.5870486440811069,-0.7141286923409035,B
3.0611279251953345,0.02290522812472777,D
1.0446465131720388,-0.8815135880706845,B
1.7110976269490061,0.21543059264069903,A
0.6697855849152334,0.8316398430265993,C
1.181661085115293,-0.20172381504758363,D
-1.345723244122052,-0.26438689274102145,A
1.461700478335426,0.704454287029295,D
2.8229937100737055,0.4941034588160326,D
-1.3252627746265477,1.460983394080743,D
0.5364075818097612,-1.1617011347973516,D
1.0305502019393926,1.5121909879723847,A
3.1743819923338483,0.004096327189245116,C
-2.0867891815664006,-0.3204297532957982,A
-0.6247999997939448,-0.7078590586957426,D
-1.7113785358203857,0.43175139539785384,D
2.582615761819128,0.25467343613367227,B
2.7213657237797944,0.0793319309311755,C
-0.2154191391695196,-0.8740356846676062,C
0.03344939017901949,-0.43130742463893823,A
-0.2464691705881335,-1.0218337575291598,B
1.8382424883052382,-0.372577357414457,C
-0.17174912416234306,-0.6091331697505954,B
-1.6760912996051984,-0.0049182099936939255,C
2.012225517875273,-0.16569426255404507,B
0.8393013822888993,-0.8808904179251814,B
0.9299103976602944,-1.1523259219047544,C
-0.675130523857281,-0.3519221821875433,B
-0.4796840374578457,-0.367234101107822,A
-1.016413355315056,-0.19167337090420267,D
-0.5479042658414455,0.3117124924004395,D
-0.24122181388477576,-1.0162689973160883,A
-1.627796199595632,-0.3132274859059854,D
1.3533361355375257,-0.3610364278593733,D
0.5117653097196346,-0.3358818100355165,C
3.305675087024313,-0.10201356477154065,D
1.4055254135094981,-1.2217365344333284,A
1.5898235257981597,1.1931133235243483,B
0.26303557863551413,0.734407722482791,B
0.9205822660843029,-0.8350907838587819,B
1.7399113867955274,0.6631055102231699,B
1.1926855743412914,-1.0921575125451128,B
-1.25026993271534,-0.120047555508609,A
-0.8663254943176885,-0.7216811842053809,D
0.6607036034886122,-0.10422382819569047,D
-0.14645042758065924,-1.401980836572705,C
1.5881679508850484,-0.7770697129128913,B
-0.3053924309562239,3.129172046748032,A
0.3919391427512515,2.1390600216731825,A
0.6163429183542576,0.5712114610374417,D
0.11914245437223014,-0.5729051028552193,D
1.0447159604133072,0.35828629688988484,D
0.5006565687560649,-0.1444320824004401,A
2.3076174663893574,0.6118806284845751,C
-0.7643444326890415,0.4133276663509933,B
-1.6349697232634752,-1.1357893249463793,D
1.196376853351338,-0.5973294649184943,A
2.005572013609107,0.48807620495878445,B
-1.475261411541588,0.38115297381898633,C
0.7290344338186068,1.0017701658567422,B
2.6482086372767513,0.3770156824399756,B
-0.9110849275709614,-0.2170424812130597,A
2.9725170845518254,0.17940368946583668,B
3.344263093041618,-0.02411702421397878,A
1.4599808732545227,0.2893203267931154,D
2.984788563465192,-0.04872167878767329,B
-1.3747751080380861,0.9706643227568227,A
2.4664285832493644,0.7843716137482651,C
1.687271672531435,-0.17353733014673595,B
1.2176515897217444,-0.8594205801740674,C
-0.13400716255025366,1.6114122939803979,D
-0.04887216531153815,0.5254723890310322,A
-2.4764586989810815,0.56511654861421,A
0.12467801953038105,-0.003187183607863936,B
-0.8864676055981742,-0.13950524858970326,D
1.7340146094151718,-0.12434548574791972,C
0.5454920273040273,-0.9022177016957295,A
1.1570178586202888,-0.33941337545321004,A
0.7673137341280609,0.37217143376972056,B
